Lap_Time,Driver,Track_Name,Vehicle_Name
18.89,unknown,Motovision Handling Course,Lotus Exige
18.76,unknown,Motovision Handling Course,Lotus Exige 240R
20.6,unknown,Motovision Handling Course,MG ZT 260
19.84,unknown,Motovision Handling Course,Mazda RX-8
20.27,unknown,Motovision Handling Course,Mercedes-Benz SLK 350 (R171)
20.03,unknown,Motovision Handling Course,Mercedes-Benz SLK 55 AMG
20.28,unknown,Motovision Handling Course,Mini Cooper S
19.22,unknown,Motovision Handling Course,Mitsubishi Lancer EVO IX
19.35,unknown,Motovision Handling Course,Mitsubishi Lancer Evo VI
18.92,unknown,Motovision Handling Course,Mitsubishi Lancer Evo VII GSR
19.63,unknown,Motovision Handling Course,Mitsubishi Lancer Evo VIII
19.82,unknown,Motovision Handling Course,Nissan 350Z (287 PS)
20.55,unknown,Motovision Handling Course,Opel Astra OPC
20.07,unknown,Motovision Handling Course,Opel Speedster
19.71,unknown,Motovision Handling Course,Opel Speedster Turbo
19.72,unknown,Motovision Handling Course,Porsche 911 Carrera (997)
18.43,unknown,Motovision Handling Course,Porsche 911 Carrera 4S (997)
19.55,unknown,Motovision Handling Course,Porsche 911 Carrera S (997)
19.49,unknown,Motovision Handling Course,Porsche 911 GT3 (996 facelift)
19.61,unknown,Motovision Handling Course,Porsche 911 GT3 (996)
19.8,unknown,Motovision Handling Course,Porsche Boxster (987)
19.73,unknown,Motovision Handling Course,Porsche Cayman S (987)
20.76,unknown,Motovision Handling Course,Seat Ibiza Cupra TDI (Mk III)
20.91,unknown,Motovision Handling Course,Skoda Fabia RS (Mk I)
20.8,unknown,Motovision Handling Course,Skoda Octavia RS (1Z)
18.59,unknown,Motovision Handling Course,Subaru Impreza WRX STi
20.11,unknown,Motovision Handling Course,VW Golf R32 (Mk V)
20.33,unknown,Motovision Handling Course,Volvo S60 R
19.28,unknown,Motovision Handling Course,Wiesmann Roadster MF3 SMG
19.88,unknown,Motovision Handling Course,Yes Roadster
58.72,unknown,Motown Mile,Alfa Romeo 4C
57.01,unknown,Motown Mile,Aston Martin Rapide S
55.18,unknown,Motown Mile,Audi R8 V10 5.2 FSI Plus
56.83,unknown,Motown Mile,Audi RS5 (8T3 facelift)
59.27,unknown,Motown Mile,BMW 435i (F32)
58.54,unknown,Motown Mile,BMW M235i
55.53,unknown,Motown Mile,BMW M3 (F80)
57.47,unknown,Motown Mile,BMW M4
55.89,unknown,Motown Mile,BMW M6 Coupe Competition
58.75,unknown,Motown Mile,BMW M6 Gran Coupe
56.83,unknown,Motown Mile,Camaro SS 1LE 
54.66,unknown,Motown Mile,Chevrolet Camaro Z/28
55.86,unknown,Motown Mile,Chevrolet Camaro ZL1
54.8,unknown,Motown Mile,Chevrolet Corvette Stingray
57.43,unknown,Motown Mile,Chevrolet SS
56.37,unknown,Motown Mile,Dodge Challenger SRT-8 Hellcat
51.17,Chris Winkler,Motown Mile,Dodge Viper ACR (Mk V)
52.36,unknown,Motown Mile,Dodge Viper T/A
57.76,unknown,Motown Mile,E 63 AMG S T-Modell
51.92,unknown,Motown Mile,Ferrari 458 Speciale
52.97,unknown,Motown Mile,Ferrari F12 Berlinetta
62.8,unknown,Motown Mile,Ford Fiesta ST
58.39,unknown,Motown Mile,Ford Mustang Boss 302
56.81,unknown,Motown Mile,Ford Mustang GT (Mk VI 426 PS)
56.19,unknown,Motown Mile,Ford Mustang Shelby GT500
56.37,unknown,Motown Mile,Jaguar F-Type R Coupe
58.77,unknown,Motown Mile,Jaguar F-Type V6 S
55.84,unknown,Motown Mile,Jaguar F-Type V8 S
56.33,unknown,Motown Mile,Jaguar XFR-S (Mk I facelift)
55.48,unknown,Motown Mile,Lexus LFA
56.08,unknown,Motown Mile,Lexus RC F
57.9,unknown,Motown Mile,Mercedes-Benz CLA 45 AMG
58.68,unknown,Motown Mile,Mercedes-Benz S63 AMG Coupe
59.98,unknown,Motown Mile,Mini Cooper JCW GP (facelift)
53.76,unknown,Motown Mile,Nissan GT-R (R35 550 PS)
51.93,unknown,Motown Mile,Nissan GT-R Nismo (R35)
55.03,unknown,Motown Mile,Porsche 911 Carrera S (991)
52.18,unknown,Motown Mile,Porsche 911 GT3 (991)
53.02,unknown,Motown Mile,Porsche 911 Turbo (991)
53.02,unknown,Motown Mile,Porsche 911 Turbo S (991)
58.1,unknown,Motown Mile,Porsche Cayenne Turbo S
56.73,unknown,Motown Mile,Porsche Cayman S (981)
53.66,unknown,Motown Mile,SLS AMG Black Series
54.55,unknown,Motown Mile,SRT Viper
59.46,unknown,Motown Mile,Subaru WRX STI
60.35,unknown,Motown Mile,VW Golf GTI (Mk VII 230 PS)
76.85,Kimi Räikkönen,Mugello,Alfa Romeo C39
77.22,Antonio Giovinazzi,Mugello,Alfa Romeo C39
76.85,Daniil Kvyat,Mugello,AlphaTauri AT01
77.12,Pierre Gasly,Mugello,AlphaTauri AT01
138.35,Jeremy Clarkson,Mugello,Aston Martin DB11
138.79,Richard Hammond,Mugello,Dodge Challenger SRT-8 Hellcat
143.0,unknown,Mugello,Ferrari 348TB
129.8,unknown,Mugello,Ferrari F40
76.27,Charles Leclerc,Mugello,Ferrari SF1000
76.86,Sebastian Vettel,Mugello,Ferrari SF1000
77.07,Romain Grosjean,Mugello,Haas VF-20
77.35,Kevin Magnussen,Mugello,Haas VF-20
124.0,unknown,Mugello,McLaren 675LT
76.52,Carlos Sainz,Mugello,McLaren MCL35
76.64,Lando Norris,Mugello,McLaren MCL35
76.27,Lance Stroll,Mugello,Racing Point RP20
76.31,Sergio Perez,Mugello,Racing Point RP20
107.56,unknown,Mugello,Radical SR8 RX
75.47,Max Verstappen,Mugello,Red Bull RB16
75.91,Alexander Albon,Mugello,Red Bull RB16
76.24,Daniel Ricciardo,Mugello,Renault RS20
76.3,Esteban Ocon,Mugello,Renault RS20
75.14,Lewis Hamilton,Mugello,W11 EQ 
75.2,Valtteri Bottas,Mugello,W11 EQ 
77.23,George Russell,Mugello,Williams FW43
77.32,Nicholas Latifi,Mugello,Williams FW43
170.5,unknown,Nardo Handling Course,Aston Martin V12 Vantage
163.7,unknown,Nardo Handling Course,Audi R8 V10 5.2 FSI (Mk I)
171.9,unknown,Nardo Handling Course,Cadillac CTS-V (Mk II)
176.6,unknown,Nardo Handling Course,Continental Flying Spur Speed
149.8,unknown,Nardo Handling Course,Donkervoort D8 GTO
168.2,unknown,Nardo Handling Course,Ford GT (Mk I)
160.4,unknown,Nardo Handling Course,Murcielago LP 670-4 SV
161.1,unknown,Nardo Handling Course,Porsche 911 GT3 
163.8,unknown,Nardo Handling Course,SLR Stirling Moss Speedster
77.9,unknown,Nardo Handling Course Conf 2 (2.8 Km),Alpina B5 Bi-turbo
78.8,unknown,Nardo Handling Course Conf 2 (2.8 Km),Continental Supersports
72.9,unknown,Nardo Handling Course Conf 2 (2.8 Km),Ferrari 458 Italia
73.9,unknown,Nardo Handling Course Conf 2 (2.8 Km),Mercedes-Benz SLS AMG
71.5,unknown,Nardo Handling Course Conf 2 (2.8 Km),Porsche 911 GT2 RS (997)
93.59,unknown,Ncm Motorsport Park,Audi R8 V10 Plus (Mk II)
96.97,unknown,Ncm Motorsport Park,BMW M4 GTS
94.64,unknown,Ncm Motorsport Park,BMW M5 Competition (F90)
92.15,unknown,Ncm Motorsport Park,Camaro ZL1 1LE Package
85.93,unknown,Ncm Motorsport Park,Chevrolet Corvette ZR1
102.52,unknown,Ncm Motorsport Park,Continental Supersports
92.16,unknown,Ncm Motorsport Park,Corvette  Grand Sport 
87.39,unknown,Ncm Motorsport Park,Ferrari 488 Pista
92.45,unknown,Ncm Motorsport Park,Honda NSX (Mk II)
89.7,unknown,Ncm Motorsport Park,Huracán Performante
96.31,unknown,Ncm Motorsport Park,Jaguar F-Type SVR
99.56,unknown,Ncm Motorsport Park,Lotus Evora 400
89.92,unknown,Ncm Motorsport Park,McLaren 720S
83.34,unknown,Ncm Motorsport Park,McLaren Senna (P15)
88.25,unknown,Ncm Motorsport Park,Mercedes-Benz AMG GT R
97.3,unknown,Ncm Motorsport Park,Mercedes-Benz C 63 AMG S Coupe
92.58,unknown,Ncm Motorsport Park,Nissan GT-R Nismo (R35)
84.22,unknown,Ncm Motorsport Park,Porsche 911 GT2 RS (991)
92.39,unknown,Ncm Motorsport Park,Porsche 911 GT3 
92.07,unknown,Ncm Motorsport Park,Porsche 911 Turbo S
130.66,Larry Webster,Ncm Motorsports Park,Bentley Continental GT-3 R
128.15,Larry Webster,Ncm Motorsports Park,Cadillac ATS-V Coupe
118.25,Larry Webster,Ncm Motorsports Park,Chevrolet Corvette Z06 (C7)
118.14,Larry Webster,Ncm Motorsports Park,Dodge Viper ACR (Mk V)
119.04,Larry Webster,Ncm Motorsports Park,Ferrari 488 GTB
122.27,Larry Webster,Ncm Motorsports Park,Ford Shelby Mustang GT350R
122.74,Larry Webster,Ncm Motorsports Park,Mercedes-Benz AMG GT S
123.78,Larry Webster,Ncm Motorsports Park,Porsche Cayman GT4 (981)
131.82,Andy Pilgrim,Ncm Motorsports Park Grand Full,911 GT3 Touring Package
139.61,Andy Pilgrim,Ncm Motorsports Park Grand Full,BMW M2 Competition (F87)
135.93,Andy Pilgrim,Ncm Motorsports Park Grand Full,BMW M4 CS
139.87,Andy Pilgrim,Ncm Motorsports Park Grand Full,BMW Z4 M40i (G29 / US-Spec)
135.62,Andy Pilgrim,Ncm Motorsports Park Grand Full,Camaro SS 1LE Package
139.5,Andy Pilgrim,Ncm Motorsports Park Grand Full,Challenger SRT Hellcat Redeye
125.59,Andy Pilgrim,Ncm Motorsports Park Grand Full,Chevrolet Corvette ZR1
142.29,Andy Pilgrim,Ncm Motorsports Park Grand Full,Dodge Challenger R/T Scat Pack
143.27,Andy Pilgrim,Ncm Motorsports Park Grand Full,E 63 AMG S 4Matic+ T
129.7,Andy Pilgrim,Ncm Motorsports Park Grand Full,Ford Mustang Shelby GT500
135.13,Andy Pilgrim,Ncm Motorsports Park Grand Full,Ford Shelby Mustang GT350
133.61,Andy Pilgrim,Ncm Motorsports Park Grand Full,Ford Shelby Mustang GT350R
149.7,Andy Pilgrim,Ncm Motorsports Park Grand Full,Grand Cherokee SRT Trackhawk
148.76,Andy Pilgrim,Ncm Motorsports Park Grand Full,Honda Civic Si Coupe (FC)
140.79,Andy Pilgrim,Ncm Motorsports Park Grand Full,Honda Civic Type R (FK8)
134.55,Andy Pilgrim,Ncm Motorsports Park Grand Full,Honda NSX (Mk II)
145.97,Andy Pilgrim,Ncm Motorsports Park Grand Full,Hyundai Veloster N (Mk II)
158.63,Andy Pilgrim,Ncm Motorsports Park Grand Full,Mazda 3  2.5 (BP)
152.64,Andy Pilgrim,Ncm Motorsports Park Grand Full,Mazda MX-5 2.0 (Mk IV 184 PS)
122.83,Andy Pilgrim,Ncm Motorsports Park Grand Full,McLaren Senna (P15)
131.01,Andy Pilgrim,Ncm Motorsports Park Grand Full,Mercedes-Benz AMG GT R
133.98,Andy Pilgrim,Ncm Motorsports Park Grand Full,Nissan GT-R Nismo (R35)
138.68,Andy Pilgrim,Ncm Motorsports Park Grand Full,Panamera Sport Turismo Turbo ..
133.21,Andy Pilgrim,Ncm Motorsports Park Grand Full,Porsche 718 Cayman GT4
136.49,Andy Pilgrim,Ncm Motorsports Park Grand Full,Porsche 718 Cayman GTS
132.02,Andy Pilgrim,Ncm Motorsports Park Grand Full,Porsche 911 Carrera S (992)
123.75,Andy Pilgrim,Ncm Motorsports Park Grand Full,Porsche 911 GT2 RS (991)
131.14,Andy Pilgrim,Ncm Motorsports Park Grand Full,Porsche 911 GT3 
124.34,Andy Pilgrim,Ncm Motorsports Park Grand Full,Porsche 911 GT3 RS
131.05,Andy Pilgrim,Ncm Motorsports Park Grand Full,Porsche 911 Turbo S
144.58,Andy Pilgrim,Ncm Motorsports Park Grand Full,Porsche Macan Turbo (facelift)
135.32,Andy Pilgrim,Ncm Motorsports Park Grand Full,Porsche Taycan Turbo S
146.47,Andy Pilgrim,Ncm Motorsports Park Grand Full,Subaru WRX STI Type RA
149.92,Andy Pilgrim,Ncm Motorsports Park Grand Full,Toyota GT86
139.33,Andy Pilgrim,Ncm Motorsports Park Grand Full,Toyota Supra (Mk V 340 PS)
148.5,Andy Pilgrim,Ncm Motorsports Park Grand Full,VW Golf GTI (Mk VII facelift)
82.6,unknown,Nelson Ledges Raceway,Audi S4 (B5)
80.6,unknown,Nelson Ledges Raceway,Audi S4 (B6)
81.8,unknown,Nelson Ledges Raceway,Audi TT 3.2 quattro (Mk I)
81.0,unknown,Nelson Ledges Raceway,BMW M3 (E36 243 PS)
80.12,PLapping12,Nelson Ledges Raceway,BMW Z3 2.8i
79.8,unknown,Nelson Ledges Raceway,BMW Z3 M Roadster (321 PS)
80.52,unknown,Nelson Ledges Raceway,Cadillac CTS-V (MK I)
79.9,unknown,Nelson Ledges Raceway,Chevrolet Corvette C5 (344 PS)
75.2,PLapping12,Nelson Ledges Raceway,Chevrolet Corvette C5 Z06
76.29,Kgcobra17,Nelson Ledges Raceway,Corvette C8 Convertible
66.21,unknown,Nelson Ledges Raceway,Dodge Viper ACR (Mk V)
77.3,unknown,Nelson Ledges Raceway,Dodge Viper GTS
68.9,unknown,Nelson Ledges Raceway,Dodge Viper SRT-10 ACR
78.3,unknown,Nelson Ledges Raceway,Ferrari F355
82.0,unknown,Nelson Ledges Raceway,Honda NSX-T (3.2)
85.0,unknown,Nelson Ledges Raceway,Honda Prelude SH (Mk V)
82.7,unknown,Nelson Ledges Raceway,Mercedes-Benz C 43 AMG
81.12,unknown,Nelson Ledges Raceway,Mercedes-Benz C 55 AMG
81.3,unknown,Nelson Ledges Raceway,Porsche 911 Carrera S (993)
83.5,unknown,Nelson Ledges Raceway,Porsche Boxster (986 204 PS)
84.1,unknown,Nelson Ledges Raceway,Saab 9-3 Viggen Coupe (225 PS)
80.1,unknown,Nelson Ledges Raceway,Toyota Supra Twin Turbo
98.77,L.Tylavii White,New Jersey Motorsports Park (Thunderbolt),Lexus IS-F (facelift)
66.19,Manabu Orido,Nihonkai Maze,Chevrolet Corvette Z06 (C7)
67.86,Nobuteru Taniguchi,Nihonkai Maze,Chevrolet Corvette Z06 (C7)
69.68,Keiichi Tsuchiya,Nihonkai Maze,Chevrolet Corvette Z06 (C7)
77.03,unknown,Nihonkai Maze,Honda Civic Type-R (EK9)
71.21,unknown,Nihonkai Maze,Honda Civic Type-R JDM (FD2)
76.84,unknown,Nihonkai Maze,Honda Integra Type-R
69.92,unknown,Nihonkai Maze,Honda NSX-R
68.05,unknown,Nihonkai Maze,Honda NSX-R (facelift)
72.4,unknown,Nihonkai Maze,Honda S2000 Type S
81.89,unknown,Nihonkai Maze,Mazda Cronos 2.0
83.04,unknown,Nihonkai Maze,Mazda Efini MS6 2.0
75.97,unknown,Nihonkai Maze,Mazda Eunos Cosmo 20B CCS
80.53,unknown,Nihonkai Maze,Mazda Eunos Presso
80.49,unknown,Nihonkai Maze,Mazda Familia Astina 1800
87.86,unknown,Nihonkai Maze,Mazda MPV 3.0
81.5,unknown,Nihonkai Maze,Mazda MX-5 1.6 (Mk I)
70.54,unknown,Nihonkai Maze,Mazda RX-7 (255 PS)
71.21,Motoharu Kurosawa,Nihonkai Maze,Mazda RX-7 (255 PS)
82.68,unknown,Nihonkai Maze,Mazda Sentia 3.0
65.27,unknown,Nihonkai Maze,Nissan GT-R (R35)
63.45,Keiichi Tsuchiya,Nihonkai Maze,Nissan GT-R Nismo (R35)
71.33,unknown,Nihonkai Maze,Nissan Skyline GT-R (R34)
66.09,unknown,Nihonkai Maze,Porsche 911 GT2 (997)
73.35,Motoharu Kurosawa,Nihonkai Maze,Porsche 968 Club Sport
72.77,Motoharu Kurosawa,Nihonkai Maze,Toyota Supra RZ (Mk IV)
74.0,unknown,Nihonkai Maze,VW Golf R32 (Mk V)
44.07,Keiichi Tsuchiya,Nikko,Abarth 124 Spider
44.07,Manabu Orido,Nikko,Abarth 124 Spider
42.1,Keiichi Tsuchiya,Nikko,Alpine A110 (Mk II)
42.46,Manabu Orido,Nikko,Alpine A110 (Mk II)
41.92,Manabu Orido,Nikko,BMW M2 (F87)
42.81,Keiichi Tsuchiya,Nikko,BMW M2 (F87)
42.57,Nanami Tsukamoto,Nikko,Ferrari 458 Speciale
42.8,Nanami Tsukamoto,Nikko,Ferrari 812 Superfast
42.88,Manabu Orido,Nikko,Honda Civic Type R (FK2)
41.73,Nanami Tsukamoto,Nikko,Huracán Performante
43.37,Nanami Tsukamoto,Nikko,Lamborghini Aventador LP700-4
44.28,Keiichi Tsuchiya,Nikko,Mazda MX-5 2.0 RF
43.45,Nanami Tsukamoto,Nikko,Porsche 911 GT3 (997)
43.19,Manabu Orido,Nikko,Subaru BRZ
43.4,Keiichi Tsuchiya,Nikko,Subaru BRZ
44.47,Keiichi Tsuchiya,Nikko,Toyota GT86
84.69,unknown,Nufenen Pass,Audi TT RS Coupe (Mk II)
91.25,unknown,Nufenen Pass,Gallardo LP560-4 Spyder
89.48,unknown,Nufenen Pass,Mitsubishi Lancer Evo X MR
98.67,unknown,Nufenen Pass,Nissan GT-R (R35)
82.06,unknown,Nufenen Pass,Porsche 911 Turbo
86.06,unknown,Nufenen Pass,Subaru WRX STI sedan
89.5,unknown,Nürburgring Gp (3.1 Km),Ariel Atom 2
129.34,unknown,Nürburgring Gp (3.1 Km),Audi A3 Sportback 2.0 TDI
94.28,unknown,Nürburgring Gp (3.1 Km),Audi S6 (C6)
129.36,unknown,Nürburgring Gp (3.1 Km),BMW 120d
88.5,unknown,Nürburgring Gp (3.1 Km),KTM X-Bow
87.15,unknown,Nürburgring Gp (3.1 Km),Lotus 2-Eleven
101.66,unknown,Nürburgring Gp (3.1 Km),Mitsubishi Lancer Evo X MR
129.44,unknown,Nürburgring Gp (3.1 Km),Renault Megane Sport 2.0 dCi
127.06,unknown,Nürburgring Gp (3.1 Km),Seat Leon FR TDI
101.98,unknown,Nürburgring Gp (3.1 Km),Subaru Impreza WRX STI (2.5)
126.48,unknown,Nürburgring Gp (3.1 Km),VW Golf 2.0 TDI (Mk V)
86.94,Antonio Giovinazzi,Nürburgring Gp (5.15 Km),Alfa Romeo C39
87.82,Kimi Räikkönen,Nürburgring Gp (5.15 Km),Alfa Romeo C39
86.78,Pierre Gasly,Nürburgring Gp (5.15 Km),AlphaTauri AT01
86.85,Daniil Kvyat,Nürburgring Gp (5.15 Km),AlphaTauri AT01
143.41,unknown,Nürburgring Gp (5.15 Km),Audi TT RS Plus
148.23,unknown,Nürburgring Gp (5.15 Km),BMW M3 Competition Package
141.06,unknown,Nürburgring Gp (5.15 Km),BMW M3 GTS
137.56,Michael Godde,Nürburgring Gp (5.15 Km),C 63 AMG Coupe Black Series
140.72,unknown,Nürburgring Gp (5.15 Km),Chevrolet Corvette Grand Sport
86.03,Charles Leclerc,Nürburgring Gp (5.15 Km),Ferrari SF1000
86.74,Sebastian Vettel,Nürburgring Gp (5.15 Km),Ferrari SF1000
87.12,Kevin Magnussen,Nürburgring Gp (5.15 Km),Haas VF-20
87.55,Romain Grosjean,Nürburgring Gp (5.15 Km),Haas VF-20
143.45,Manfred Wollgarten,Nürburgring Gp (5.15 Km),Lamborghini Gallardo
140.8,unknown,Nürburgring Gp (5.15 Km),Lotus Elise Sport 220 (Mk III)
86.32,Lando Norris,Nürburgring Gp (5.15 Km),McLaren MCL35
86.36,Carlos Sainz,Nürburgring Gp (5.15 Km),McLaren MCL35
116.1,unknown,Nürburgring Gp (5.15 Km),Mercedes - AMG One
133.63,Michael Godde,Nürburgring Gp (5.15 Km),Nissan GT-R (R35 550 PS)
133.8,Christian Gebhardt,Nürburgring Gp (5.15 Km),Nissan GT-R Nismo (R35)
104.33,unknown,Nürburgring Gp (5.15 Km),Oreca 07
138.66,unknown,Nürburgring Gp (5.15 Km),Porsche 911 Carrera S (991)
97.89,unknown,Nürburgring Gp (5.15 Km),Porsche 919 Hybrid (Mk III)
86.33,Sergio Perez,Nürburgring Gp (5.15 Km),Racing Point RP20
88.02,Nico Hulkenberg,Nürburgring Gp (5.15 Km),Racing Point RP20
85.47,Max Verstappen,Nürburgring Gp (5.15 Km),Red Bull RB16
86.05,Alexander Albon,Nürburgring Gp (5.15 Km),Red Bull RB16
86.1,Daniel Ricciardo,Nürburgring Gp (5.15 Km),Renault RS20
86.24,Esteban Ocon,Nürburgring Gp (5.15 Km),Renault RS20
98.08,unknown,Nürburgring Gp (5.15 Km),Toyota TS050 (Mk II)
85.27,Valtteri Bottas,Nürburgring Gp (5.15 Km),W11 EQ 
85.39,Lewis Hamilton,Nürburgring Gp (5.15 Km),W11 EQ 
87.56,George Russell,Nürburgring Gp (5.15 Km),Williams FW43
87.81,Nicholas Latifi,Nürburgring Gp (5.15 Km),Williams FW43
92.65,unknown,Nürburgring Gp Sprint,911 GT3 Manthey  K..
88.27,unknown,Nürburgring Gp Sprint,AMG GT Black Series
101.0,Paul Englert,Nürburgring Gp Sprint,Alpina B3 GT3
99.4,Paul Englert,Nürburgring Gp Sprint,Aston Martin Vantage  (Mk II)
104.11,unknown,Nürburgring Gp Sprint,Audi R8 4.2 FSI Quattro (Mk I)
100.7,unknown,Nürburgring Gp Sprint,Audi R8 GT Spyder (Mk I)
95.4,Paul Englert,Nürburgring Gp Sprint,Audi R8 V10 
98.9,Paul Englert,Nürburgring Gp Sprint,Audi R8 V10 5.2 FSI Plus
96.4,unknown,Nürburgring Gp Sprint,Audi R8 V10 Plus (Mk II)
101.5,unknown,Nürburgring Gp Sprint,Audi RS5 (8T3 facelift)
105.44,unknown,Nürburgring Gp Sprint,Audi RS6 (C6)
110.04,unknown,Nürburgring Gp Sprint,Audi S3 (8P)
99.2,unknown,Nürburgring Gp Sprint,Audi TT RS Coupe (Mk III)
117.82,unknown,Nürburgring Gp Sprint,BMW 130i
108.62,unknown,Nürburgring Gp Sprint,BMW 135i  Option
110.21,unknown,Nürburgring Gp Sprint,BMW 135i Coupe (E82)
104.86,unknown,Nürburgring Gp Sprint,BMW M3 (E92)
99.4,unknown,Nürburgring Gp Sprint,BMW M4 CS
94.91,unknown,Nürburgring Gp Sprint,BMW M4 CSL
96.8,Paul Englert,Nürburgring Gp Sprint,BMW M4 GTS
106.91,unknown,Nürburgring Gp Sprint,BMW M5 (E60)
97.7,Paul Englert,Nürburgring Gp Sprint,BMW M5 (F90)
96.1,unknown,Nürburgring Gp Sprint,BMW M5 CS
98.3,unknown,Nürburgring Gp Sprint,BMW M5 Competition (F90)
98.4,unknown,Nürburgring Gp Sprint,BMW M8 Competition (G15)
103.0,unknown,Nürburgring Gp Sprint,BMW X3 M Competition (F97)
115.07,unknown,Nürburgring Gp Sprint,BMW Z4 3.0si
140.15,unknown,Nürburgring Gp Sprint,Brabus Ultimate 112
179.1,unknown,Nürburgring Gp Sprint,Brabus Unimog Black Edition
105.42,unknown,Nürburgring Gp Sprint,Caterham 7 CSR 260
101.7,unknown,Nürburgring Gp Sprint,Chevrolet Camaro SS (Mk VI)
97.3,Paul Englert,Nürburgring Gp Sprint,Corvette  Grand Sport 
103.6,unknown,Nürburgring Gp Sprint,EQS 53 AMG Dynamic Plus
97.8,unknown,Nürburgring Gp Sprint,Ferrari 458 Italia
89.79,Paul Englert,Nürburgring Gp Sprint,Ferrari 488 Pista
129.38,unknown,Nürburgring Gp Sprint,Fiat 500 1.4 16v (Mk II)
106.9,Autozeitung,Nürburgring Gp Sprint,Honda Civic Type R (FK2)
106.0,unknown,Nürburgring Gp Sprint,Jaguar F-Pace SVR
98.8,unknown,Nürburgring Gp Sprint,Lamborghini Aventador LP700-4
93.3,Paul Englert,Nürburgring Gp Sprint,Lamborghini Huracan LP 610-4
94.9,unknown,Nürburgring Gp Sprint,Lamborghini Huracan LP 610-4
92.3,unknown,Nürburgring Gp Sprint,Lamborghini Huracán STO
99.8,unknown,Nürburgring Gp Sprint,Lamborghini Urus
91.3,Paul Englert,Nürburgring Gp Sprint,McLaren 600LT
94.4,Paul Englert,Nürburgring Gp Sprint,McLaren 650 S
94.4,Christian Gebhardt,Nürburgring Gp Sprint,McLaren 675LT
88.41,Paul Englert,Nürburgring Gp Sprint,McLaren Senna (P15)
119.06,unknown,Nürburgring Gp Sprint,Megane GT Coupé 180 TCE
99.2,unknown,Nürburgring Gp Sprint,Mercedes - AMG E63s 4MATIC
98.8,unknown,Nürburgring Gp Sprint,Mercedes-Benz AMG GT
95.1,unknown,Nürburgring Gp Sprint,Mercedes-Benz AMG GT R
97.6,Paul Englert,Nürburgring Gp Sprint,Mercedes-Benz AMG GT S
117.92,unknown,Nürburgring Gp Sprint,Mercedes-Benz CLC 350
113.4,unknown,Nürburgring Gp Sprint,Mercedes-Benz EQC 400 4Matic
114.15,unknown,Nürburgring Gp Sprint,Mercedes-Benz SLK 350
99.62,unknown,Nürburgring Gp Sprint,Nissan GT-R (R35 530 PS)
98.9,Paul Englert,Nürburgring Gp Sprint,Nissan GT-R (R35 550 PS)
95.3,Paul Englert,Nürburgring Gp Sprint,Nissan GT-R (R35 570PS)
97.9,unknown,Nürburgring Gp Sprint,Nissan GT-R (R35 570PS)
94.6,Paul Englert,Nürburgring Gp Sprint,Nissan GT-R Nismo (R35)
119.45,unknown,Nürburgring Gp Sprint,Opel Corsa GSi (D)
118.12,unknown,Nürburgring Gp Sprint,Peugeot RCZ 1.6 155THP
107.7,unknown,Nürburgring Gp Sprint,Polestar 2  Dual Motor
99.6,unknown,Nürburgring Gp Sprint,Porsche 718 Cayman GTS
98.8,unknown,Nürburgring Gp Sprint,Porsche 718 Cayman GTS 4.0
99.1,unknown,Nürburgring Gp Sprint,Porsche 911 Carrera S (991)
99.3,unknown,Nürburgring Gp Sprint,Porsche 911 GT2 RS (997)
92.5,unknown,Nürburgring Gp Sprint,Porsche 911 GT3 (992)
91.48,Paul Englert,Nürburgring Gp Sprint,Porsche 911 GT3 RS
91.5,unknown,Nürburgring Gp Sprint,Porsche 911 GT3 RS
95.0,Paul Englert,Nürburgring Gp Sprint,Porsche 911 GT3 RS (991)
98.1,unknown,Nürburgring Gp Sprint,Porsche 911 GT3 RS 4.0 (997)
99.31,unknown,Nürburgring Gp Sprint,Porsche 911 Turbo S
95.9,Paul Englert,Nürburgring Gp Sprint,Porsche 911 Turbo S (991)
94.4,unknown,Nürburgring Gp Sprint,Porsche 911 Turbo S (992)
99.6,unknown,Nürburgring Gp Sprint,Porsche 911 Turbo S Cabriolet
109.04,unknown,Nürburgring Gp Sprint,Porsche Boxster S (987 295 PS)
103.1,unknown,Nürburgring Gp Sprint,Porsche Macan GTS
98.3,Uwe Sener,Nürburgring Gp Sprint,Porsche Taycan Turbo S
126.85,unknown,Nürburgring Gp Sprint,Renault Twingo GT (Mk II)
112.56,unknown,Nürburgring Gp Sprint,Seat Leon Copa Edition
100.3,unknown,Nürburgring Gp Sprint,Toyota Supra (Mk V 340 PS)
114.23,unknown,Nürburgring Gp Sprint,VW Golf R32 (Mk V)
117.85,unknown,Nürburgring Gp Sprint,VW Scirocco 1.4 TSI (Mk III)
419.42,Christian Gebhardt,Nürburgring Nordschleife,911 GT3 Manthey  K..
448.0,Christian Gebhardt,Nürburgring Nordschleife,AMG GT 63 S E 
403.62,Maro Engel,Nürburgring Nordschleife,AMG GT Black Series
412.54,unknown,Nürburgring Nordschleife,AMG GT Black Series
484.0,unknown,Nürburgring Nordschleife,Alfa Romeo 4C
452.0,Fabio Francia﻿,Nürburgring Nordschleife,Alfa Romeo Giulia QV
459.0,unknown,Nürburgring Nordschleife,Alfa Romeo Giulia QV
471.7,Fabio Francia﻿,Nürburgring Nordschleife,Alfa Romeo Stelvio QV
473.26,Christian Gebhardt,Nürburgring Nordschleife,Alpina B3  (G20)
