report.txt

####################################################################################################################################

-Laps report:
--Laps count: 14803

######################

--Tracks laptimes stats:

| Track_Name                                                      |   Lap_Counter |   Lap_Mean |   Lap_Max |   Lap_Min |
| ('Jaguar XF 5.0 (Mk I)', 'Balocco')                                                                    |       1 | 185.3    | 185.3  | 185.3  |
| ('Jaguar XF SV8 (Mk I)', 'Anglesey National')                                                          |       1 |  67      |  67    |  67    |
| ('Jaguar XF SV8 (Mk I)', 'Camden Airport (Pre 10/2010)')                                               |       1 |  74.22   |  74.22 |  74.22 |
| ('Jaguar XF SV8 (Mk I)', 'Ring Knutstrop (Conf 2)')                                                    |       1 |  79.9    |  79.9  |  79.9  |
| ('Jaguar XFR (Mk I facelift)', 'Blyton Park Outer Circuit')                                            |       1 |  74.1    |  74.1  |  74.1  |
| ('Jaguar XFR (Mk I facelift)', 'Smolensk Ring')                                                        |       1 | 111.7    | 111.7  | 111.7  |
| ('Jaguar XFR (Mk I)', 'Anglesey National')                                                             |       1 |  66      |  66    |  66    |
| ('Jaguar XFR (Mk I)', 'Autocar Dry Handling Track')                                                    |       1 |  77      |  77    |  77    |
| ('Jaguar XFR (Mk I)', 'Autocar Wet Handling Track')                                                    |       1 |  73.8    |  73.8  |  73.8  |
| ('Jaguar XFR (Mk I)', 'Autozeitung Test Track')                                                        |       1 | 102.7    | 102.7  | 102.7  |
| ('Jaguar XFR (Mk I)', 'Balocco')                                                                       |       1 | 178.45   | 178.45 | 178.45 |
| ('Jaguar XE SV Project 8', 'Le Mans (Bugatti)')                                                        |       1 | 109.77   | 109.77 | 109.77 |
| ('Jaguar XE SV Project 8', 'Laguna Seca (Post 1988)')                                                  |       1 |  96.96   |  96.96 |  96.96 |
| ('Jaguar XE SV Project 8', 'Hockenheim Gp')                                                            |       1 | 113.9    | 113.9  | 113.9  |
| ('Jaguar F-type R AWD', 'Velo Citta (1.68 Km)')                                                        |       1 |  61.78   |  61.78 |  61.78 |
| ('Jaguar F-Type V8 S', 'Ring Knutstrop (Conf 2)')                                                      |       1 |  74      |  74    |  74    |
| ('Jaguar F-Type V8 S', 'Toronto Motorsports Park')                                                     |       1 |  82.06   |  82.06 |  82.06 |
| ('Jaguar F-type R AWD', 'Anneau Du Rhin Short')                                                        |       1 |  62.4    |  62.4  |  62.4  |
| ('Jaguar F-type R AWD', 'Autozeitung Test Track')                                                      |       1 | 100.8    | 100.8  | 100.8  |
| ('Jaguar F-type R AWD', 'Franciacorta')                                                                |       1 |  82.84   |  82.84 |  82.84 |
| ('Jaguar F-type R AWD', 'Motortrend Figure-8')                                                         |       1 |  24.1    |  24.1  |  24.1  |
| ('Jaguar F-type R AWD', 'Rockingham International Super Sportscar')                                    |       1 |  94.6    |  94.6  |  94.6  |
| ('Jaguar F-type R AWD', 'Vairano Handling Course')                                                     |       1 |  77.06   |  77.06 |  77.06 |
| ('Jaguar F-type R AWD', 'Willow Springs')                                                              |       1 |  90.48   |  90.48 |  90.48 |
| ('Jaguar XE SV Project 8', 'Grand Tour Eboladrome')                                                    |       1 |  79.3    |  79.3  |  79.3  |
| ('Jaguar I-Pace', 'Autozeitung Test Track')                                                            |       1 | 103.9    | 103.9  | 103.9  |
| ('Jaguar I-Pace', 'Velo Citta (1.68 Km)')                                                              |       1 |  63.72   |  63.72 |  63.72 |
| ('Jaguar S-Type R', 'Oschersleben')                                                                    |       1 | 115.6    | 115.6  | 115.6  |
| ('Jaguar S-Type R', 'Winton (National Circuit)')                                                       |       1 | 105.22   | 105.22 | 105.22 |
| ('Jaguar X-Type 3.0', 'Winton (National Circuit)')                                                     |       1 | 108.8    | 108.8  | 108.8  |
| ('Jaguar XE SV Project 8', 'Anglesey Coastal')                                                         |       1 |  77.2    |  77.2  |  77.2  |
| ('Jaguar XE SV Project 8', 'Anneau Du Rhin Short')                                                     |       1 |  60.45   |  60.45 |  60.45 |
| ('Jaguar XE SV Project 8', 'Eurospeedway Lausitz')                                                     |       1 |  92.15   |  92.15 |  92.15 |
| ('Jaguar F-Type R Coupe', 'Madras Motor Race Track')                                                   |       1 | 116.95   | 116.95 | 116.95 |
| ('Jaguar F-Type R Coupe', 'Le Mans (Bugatti)')                                                         |       1 | 116.83   | 116.83 | 116.83 |
| ('Jaguar F-Type R Coupe', 'Laguna Seca (Post 1988)')                                                   |       1 | 102      | 102    | 102    |
| ('Impreza WRX STI Spec C Type RA', 'Brands Hatch (Indy Circuit)')                                      |       1 |  50.52   |  50.52 |  50.52 |
| ('Hyundai i20 N (BC3)', 'Anglesey Coastal')                                                            |       1 |  82.7    |  82.7  |  82.7  |
| ('Hyundai i20 N (BC3)', 'Autozeitung Test Track')                                                      |       1 | 100.6    | 100.6  | 100.6  |
| ('Hyundai i20 N (BC3)', 'Circuit De Nevers Magny-Cours Club')                                          |       1 |  87.91   |  87.91 |  87.91 |
| ('Hyundai i20 N (BC3)', 'Contidrom (3.3 Km)')                                                          |       1 |  98.39   |  98.39 |  98.39 |
| ('Hyundai i20 N (BC3)', 'Dreux')                                                                       |       1 |  60.53   |  60.53 |  60.53 |
| ('Hyundai i20 N (BC3)', 'Eurospeedway Lausitz')                                                        |       1 | 104.06   | 104.06 | 104.06 |
| ('Hyundai i20 N (BC3)', 'Llandow')                                                                     |       1 |  47.3    |  47.3  |  47.3  |
| ('Hyundai i20 N (BC3)', 'Mendig Afb Circuit')                                                          |       1 | 125.37   | 125.37 | 125.37 |
| ('Hyundai i20 N (BC3)', 'Phillip Island')                                                              |       1 | 115.78   | 115.78 | 115.78 |
| ('Hyundai i20 N (BC3)', 'Queensland Raceway Sprint Circuit')                                           |       1 |  60.96   |  60.96 |  60.96 |
| ('Hyundai i30 N ', 'Contidrom (3.3 Km)')                                                               |       1 |  97.13   |  97.13 |  97.13 |
| ('Hyundai i30 N ', 'Eurospeedway Lausitz')                                                             |       1 | 100.3    | 100.3  | 100.3  |
| ('Hyundai i30 N ', 'Nürburgring Nordschleife')                                                         |       1 | 485.19   | 485.19 | 485.19 |
| ('Hyundai i30 N (Mk III)', 'Mendig Afb Circuit')                                                       |       1 | 125.63   | 125.63 | 125.63 |
| ('Hyundai i30 N (Mk III)', 'Mortefontaine')                                                            |       1 | 110.98   | 110.98 | 110.98 |
| ('IS 500 F Sport ', 'Virginia International Raceway Grand East Course (Post 01/2014)')                 |       1 | 184.9    | 184.9  | 184.9  |
| ('Ibec-Hesketh P6 (V1)', 'Circuit De La Sarthe (1972 - 1978) (13.640 Km)')                             |       1 | 237.1    | 237.1  | 237.1  |
| ('Impreza S202 STI Version', 'Tsukuba')                                                                |       1 |  66.35   |  66.35 |  66.35 |
| ('Impreza WRX STI Spec C Type R..', 'Sugo')                                                            |       1 |  99.94   |  99.94 |  99.94 |
| ('Hyundai Venue 1.5 CRDi', 'Buddh International Circuit Autox')                                        |       1 |  76.7    |  76.7  |  76.7  |
| ('Hyundai Veloster Turbo', 'Kakucs Ring')                                                              |       1 |  51.7    |  51.7  |  51.7  |
| ('Hyundai Veloster N (Mk II)', 'Willow Springs - Streets Of Willow')                                   |       1 |  86.3    |  86.3  |  86.3  |
| ('Hyundai I30N ', 'Top Gear Track')                                                                    |       1 |  94.6    |  94.6  |  94.6  |
| ('Hyundai Genesis Coupe 3.8', 'Jarama')                                                                |       1 | 123.3    | 123.3  | 123.3  |
| ('Hyundai Genesis Coupe 3.8', 'Virginia International Raceway Grand East Course (Pre 01/2014)')        |       1 | 193.8    | 193.8  | 193.8  |
| ('Hyundai Genesis Coupe 3.8', 'Willow Springs')                                                        |       1 |  99.9    |  99.9  |  99.9  |
| ('Hyundai HB20X 1.6', 'Velo Citta (1.68 Km)')                                                          |       1 |  75.39   |  75.39 |  75.39 |
| ('Hyundai I30N ', 'Autozeitung Test Track')                                                            |       1 | 101.9    | 101.9  | 101.9  |
| ('Hyundai I30N ', 'Contidrom (3.3 Km)')                                                                |       1 |  97.22   |  97.22 |  97.22 |
| ('Hyundai I30N ', 'Eurospeedway Lausitz')                                                              |       1 | 102.54   | 102.54 | 102.54 |
| ('Hyundai I30N ', 'Salzburgring')                                                                      |       1 | 101.45   | 101.45 | 101.45 |
| ('Hyundai Kona N', 'Aldo Scribante')                                                                   |       1 |  73.7    |  73.7  |  73.7  |
| ('Hyundai Veloster N (Mk II)', 'Virginia International Raceway Grand East Course (Post 01/2014)')      |       1 | 187.7    | 187.7  | 187.7  |
| ('Hyundai Kona N', 'Autozeitung Test Track')                                                           |       1 | 103      | 103    | 103    |
| ('Hyundai Kona N', 'Contidrom (3.3 Km)')                                                               |       1 |  97.21   |  97.21 |  97.21 |
| ('Hyundai Santa Fe 2.2 CRDi 4WD', 'Contidrom (3.63 Km)')                                               |       1 | 115.6    | 115.6  | 115.6  |
| ('Hyundai Tucson 2.0 CRDi', 'Buddh International Circuit Autox')                                       |       1 |  73.9    |  73.9  |  73.9  |
| ('Hyundai Veloster 1.6 GDi', 'Raceland')                                                               |       1 |  61.02   |  61.02 |  61.02 |
| ('Hyundai Veloster N (Mk II)', 'Dunnville Autodrome')                                                  |       1 |  78.62   |  78.62 |  78.62 |
| ('Hyundai Veloster N (Mk II)', 'Ncm Motorsports Park Grand Full')                                      |       1 | 145.97   | 145.97 | 145.97 |
| ('Hyundai Veloster N (Mk II)', 'Thunderhill Park West')                                                |       1 |  91.44   |  91.44 |  91.44 |
| ('Impreza WRX STI Spec C Type R..', 'Tsukuba')                                                         |       1 |  64.72   |  64.72 |  64.72 |
| ('Impreza WRX STI Spec C Type RA', 'Cadwell Park (Full Circuit)')                                      |       1 |  94.11   |  94.11 |  94.11 |
| ('Jaguar F-Type R Coupe', 'Goodwood Hill Climb')                                                       |       1 |  55.1    |  55.1  |  55.1  |
| ('Impreza WRX STI Spec C Type RA', 'Donington Park National')                                          |       1 |  74.61   |  74.61 |  74.61 |
| ('Jaguar F-Pace SVR', 'Aldo Scribante')                                                                |       1 |  74.3    |  74.3  |  74.3  |
| ('Jaguar F-Pace SVR', 'Balocco')                                                                       |       1 | 177.3    | 177.3  | 177.3  |
| ('Jaguar F-Pace SVR', 'Nürburgring Gp Sprint')                                                         |       1 | 106      | 106    | 106    |
| ('Jaguar F-Pace SVR', 'Vairano Handling Course')                                                       |       1 |  79.61   |  79.61 |  79.61 |
| ('Jaguar F-Pace SVR', 'Willow Springs - Streets Of Willow')                                            |       1 |  85.21   |  85.21 |  85.21 |
| ('Jaguar F-Type Coupe', 'Zhejiang Circuit')                                                            |       1 | 113.61   | 113.61 | 113.61 |
| ('Jaguar F-Type P300 Convertible', 'Vairano Handling Course')                                          |       1 |  81.68   |  81.68 |  81.68 |
| ('Jaguar F-Type P450 (facelift)', 'Contidrom (3.3 Km)')                                                |       1 |  95.36   |  95.36 |  95.36 |
| ('Jaguar F-Type P450 (facelift)', 'Phillip Island')                                                    |       1 | 109.69   | 109.69 | 109.69 |
| ('Jaguar F-Type P450 Convertible', 'Vairano Handling Course')                                          |       1 |  78.32   |  78.32 |  78.32 |
| ('Jaguar F-Type Project 7', 'Virginia International Raceway Grand East Course (Post 01/2014)')         |       1 | 182.2    | 182.2  | 182.2  |
| ('Jaguar F-Type R (facelift)', 'Circuit De Nevers Magny-Cours Club')                                   |       1 |  82.02   |  82.02 |  82.02 |
| ('Jaguar F-Type R (facelift)', 'Hockenheim Gp')                                                        |       1 | 115.8    | 115.8  | 115.8  |
| ('Jaguar F-Type R (facelift)', 'Lime Rock Park With Uphill Chicane')                                   |       1 |  63.59   |  63.59 |  63.59 |
| ('Jaguar F-Type R (facelift)', 'Llandow')                                                              |       1 |  46.5    |  46.5  |  46.5  |
| ('Jaguar F-Type R (facelift)', 'Virginia International Raceway Grand East Course (Post 01/2014)')      |       1 | 179.51   | 179.51 | 179.51 |
| ('Jaguar F-Type R Coupe', 'Castle Combe')                                                              |       1 |  74.3    |  74.3  |  74.3  |
| ('Jaguar F-Type R Coupe', 'Circuit De Nevers Magny-Cours Club')                                        |       1 |  84.84   |  84.84 |  84.84 |
| ('Jaguar F-Type R Coupe', 'Franciacorta')                                                              |       1 |  83.11   |  83.11 |  83.11 |
| ('Jaguar F-Pace 3.0', 'Smolensk Ring')                                                                 |       1 | 113.3    | 113.3  | 113.3  |
| ('Jaguar E-type 3.8 (Mk I)', 'Modena Aerautodromo (1950-1972)')                                        |       1 |  70.4    |  70.4  |  70.4  |
| ('Jaguar E-Type Semi-Lightweight', 'Circuit De La Sarthe (1932 - 1971)')                               |       1 | 242.5    | 242.5  | 242.5  |
| ('Infiniti G37 Coupe', 'Virginia International Raceway Grand East Course (Pre 01/2014)')               |       1 | 197.5    | 197.5  | 197.5  |
| ('Inaltéra LM GTP', 'Circuit De La Sarthe (1972 - 1978) (13.640 Km)')                                  |       1 | 236.9    | 236.9  | 236.9  |
| ('Inaltéra LM77', 'Circuit De La Sarthe (1972 - 1978) (13.640 Km)')                                    |       1 | 237.4    | 237.4  | 237.4  |
| ('Inaltéra LM77 (398 PS)', 'Circuit De La Sarthe (1972 - 1978) (13.640 Km)')                           |       1 | 233.9    | 233.9  | 233.9  |
| ('Infiniti FX 37', 'Balocco')                                                                          |       1 | 195.56   | 195.56 | 195.56 |
| ('Infiniti FX45', 'Streets Of Willow (0.96 Mile)')                                                     |       1 |  71      |  71    |  71    |
| ('Infiniti G35 Sport Coupe', 'Streets Of Willow (0.96 Mile)')                                          |       1 |  99.94   |  99.94 |  99.94 |
| ('Infiniti G35 sport MT sedan', 'Willow Springs')                                                      |       1 |  98.67   |  98.67 |  98.67 |
| ('Infiniti G37 Convertible', 'Balocco')                                                                |       1 | 189.27   | 189.27 | 189.27 |
| ('Infiniti G37 Sedan', 'Streets Of Willow (0.96 Mile)')                                                |       1 |  61.96   |  61.96 |  61.96 |
| ('Jaguar D-type (254 PS)', 'Circuit De La Sarthe (1932 - 1971)')                                       |       1 | 260.8    | 260.8  | 260.8  |
| ('Infiniti G37S Coupe', 'Balocco')                                                                     |       1 | 184.19   | 184.19 | 184.19 |
| ('Infiniti G37S Coupe', 'Bedford Autodrome West Circuit (06/2008 - 05/2015)')                          |       1 |  92.9    |  92.9  |  92.9  |
| ('Infiniti G37S Coupe', 'Rockingham International Super Sportscar')                                    |       1 | 103.78   | 103.78 | 103.78 |
| ('Infiniti Q60 3.0t', 'Vairano Handling Course')                                                       |       1 |  82.53   |  82.53 |  82.53 |
| ('Innocenti Turbo De Tomaso', 'Linas-Montlhery')                                                       |       1 | 205.08   | 205.08 | 205.08 |
| ('Insignia OPC Sports Tourer', 'Raceland')                                                             |       1 |  58.31   |  58.31 |  58.31 |
| ('Jaguar D-Type (3.0)', 'Circuit De La Sarthe (1932 - 1971)')                                          |       1 | 258.4    | 258.4  | 258.4  |
| ('Jaguar D-Type E2A', 'Circuit De La Sarthe (1932 - 1971)')                                            |       1 | 244.6    | 244.6  | 244.6  |
| ('Lamborghini Urus', 'Autocar Dry Handling Track')                                                     |       1 |  70.8    |  70.8  |  70.8  |
| ('Lamborghini Urus', 'Eurospeedway Lausitz')                                                           |       1 |  96.15   |  96.15 |  96.15 |
| ('Chevrolet Corvette Z51 FX3', 'Grattan Raceway')                                                      |       1 |  98.2    |  98.2  |  98.2  |
| ('Mazda 3  2.5 (BP)', 'Ncm Motorsports Park Grand Full')                                               |       1 | 158.63   | 158.63 | 158.63 |
| ('Mazda 3 MPS', 'Arctic Circle Raceway')                                                               |       1 | 118      | 118    | 118    |
| ('Mazda 3 MPS', 'Autopartner Test Route')                                                              |       1 |  73.1    |  73.1  |  73.1  |
| ('Mazda 3 MPS', 'Balocco')                                                                             |       1 | 183.65   | 183.65 | 183.65 |
| ('Mazda 3 MPS', 'Bedford Autodrome West Circuit (2004 - 06/2008)')                                     |       1 |  91.3    |  91.3  |  91.3  |
| ('Mazda 3 MPS', 'Bruntingthorpe')                                                                      |       1 |  84.6    |  84.6  |  84.6  |
| ('Mazda 3 MPS', 'Circuit De Nevers Magny-Cours Club')                                                  |       1 |  92.44   |  92.44 |  92.44 |
| ('Mazda 3 MPS', 'El Toro')                                                                             |       1 |  46.61   |  46.61 |  46.61 |
| ('Mazda 3 MPS', 'Inta')                                                                                |       1 |  76.26   |  76.26 |  76.26 |
| ('Mazda 3 MPS', 'Inta Long')                                                                           |       1 | 104.05   | 104.05 | 104.05 |
| ('Mazda 3 MPS', 'Jarama')                                                                              |       1 | 119.04   | 119.04 | 119.04 |
| ('Mazda 3 MPS', 'Kyalami')                                                                             |       1 | 132      | 132    | 132    |
| ('Mazda 3 MPS', 'Laguna Seca (Post 1988)')                                                             |       1 | 110.37   | 110.37 | 110.37 |
| ('Mazda 3 MPS', 'Oschersleben')                                                                        |       1 | 112.34   | 112.34 | 112.34 |
| ('Mazda 3 MPS', 'Raceland')                                                                            |       1 |  58.54   |  58.54 |  58.54 |
| ('Mazda 3 MPS', 'Reno-Fernley Raceway Conf 1 (2.74 M)')                                                |       1 | 164      | 164    | 164    |
| ('Mazda 3 MPS', 'Ring Knutstrop (Conf 2)')                                                             |       1 |  78.4    |  78.4  |  78.4  |
| ('Mazda 3 MPS', 'Serres Racing Circuit')                                                               |       1 |  97.4    |  97.4  |  97.4  |
| ('Mazda 3 MPS', 'Streets Of Willow (0.96 Mile)')                                                       |       1 |  62.7    |  62.7  |  62.7  |
| ('Mazda 3 MPS', 'Top Gear Track')                                                                      |       1 |  92      |  92    |  92    |
| ('Mazda 3 2.2 CD', 'Balocco')                                                                          |       1 | 193.74   | 193.74 | 193.74 |
| ('Mazda 2 1.5 MZR', 'Willow Springs - Streets Of Willow')                                              |       1 |  99.41   |  99.41 |  99.41 |
| ('Maserati Quattroporte', 'Balocco')                                                                   |       1 | 183.11   | 183.11 | 183.11 |
| ('Mazda 2 1.5 MZR', 'Wakefield Park')                                                                  |       1 |  79.2    |  79.2  |  79.2  |
| ('Maserati Quattroporte GTS', 'Vairano Handling Course')                                               |       1 |  79.66   |  79.66 |  79.66 |
| ('Maserati Quattroporte S', 'Autozeitung Test Track')                                                  |       1 | 103.7    | 103.7  | 103.7  |
| ('Maserati Quattroporte S', 'Bedford Autodrome West Circuit (06/2008 - 05/2015)')                      |       1 |  89.5    |  89.5  |  89.5  |
| ('Maserati Quattroporte S', 'Wakefield Park')                                                          |       1 |  71      |  71    |  71    |
| ('Maserati Quattroporte Sport GT', 'Balocco')                                                          |       1 | 181.56   | 181.56 | 181.56 |
| ('Maserati Quattroporte Sport GT', 'Bedford Autodrome West Circuit (2004 - 06/2008)')                  |       1 |  88.35   |  88.35 |  88.35 |
| ('Maserati Tipo 151/2', 'Circuit De La Sarthe (1932 - 1971)')                                          |       1 | 236.2    | 236.2  | 236.2  |
| ('Maserati Tipo 60', 'Circuit De La Sarthe (1932 - 1971)')                                             |       1 | 275.2    | 275.2  | 275.2  |
| ('Maserati Tipo 60', 'Consuma Hill Climb')                                                             |       1 | 446.8    | 446.8  | 446.8  |
| ('Maserati Tipo 65', 'Circuit De La Sarthe (1932 - 1971)')                                             |       1 | 243      | 243    | 243    |
| ('Matra-Simca Bagheera X', 'Croix En Ternois')                                                         |       1 |  79.2    |  79.2  |  79.2  |
| ('Matra-Simca Bagheera X', 'Linas-Montlhery (9Km)')                                                    |       1 | 285.2    | 285.2  | 285.2  |
| ('Matra-Simca MS670', 'Circuit De La Sarthe (1972 - 1978) (13.640 Km)')                                |       1 | 224.9    | 224.9  | 224.9  |
| ('Matra-Simca MS670B', 'Circuit De La Sarthe (1972 - 1978) (13.640 Km)')                               |       1 | 219.6    | 219.6  | 219.6  |
| ('Maybach S 580', 'Buddh International Circuit Autox')                                                 |       1 |  70.4    |  70.4  |  70.4  |
| ('Mazda 2 1.5 MZR', 'Goodwood')                                                                        |       1 | 106      | 106    | 106    |
| ('Mazda 2 1.5 MZR', 'Kyalami')                                                                         |       1 | 144.3    | 144.3  | 144.3  |
| ('Mazda 2 1.5 MZR', 'Megara')                                                                          |       1 |  81.15   |  81.15 |  81.15 |
| ('Mazda 2 1.5 MZR', 'Toronto Motorsports Park')                                                        |       1 |  94.7    |  94.7  |  94.7  |
| ('Mazda 3 MPS', 'Virginia International Raceway Grand East Course (Pre 01/2014)')                      |       1 | 196      | 196    | 196    |
| ('Mazda 3 MPS (Mk II)', 'Adams Motorsports Park')                                                      |       1 |  50.8    |  50.8  |  50.8  |
| ('Mazda 3 MPS (Mk II)', 'Adm Miachkovo')                                                               |       1 | 132.5    | 132.5  | 132.5  |
| ('Mazda 3 MPS (Mk II)', 'Balocco')                                                                     |       1 | 187.4    | 187.4  | 187.4  |
| ('Mazda 6 MPS', 'Ring Knutstrop (Conf 2)')                                                             |       1 |  79.4    |  79.4  |  79.4  |
| ('Mazda 6 MPS', 'Serres Racing Circuit')                                                               |       1 |  99.05   |  99.05 |  99.05 |
| ('Mazda 6 MPS', 'Top Gear Track')                                                                      |       1 |  92.2    |  92.2  |  92.2  |
| ('Mazda 6 MPS', 'Vairano Handling Course')                                                             |       1 |  87.35   |  87.35 |  87.35 |
| ('Mazda 717C', 'Circuit De La Sarthe (1979-1985)')                                                     |       1 | 245.92   | 245.92 | 245.92 |
| ('Mazda 767', 'Circuit De La Sarthe (1987-1989)')                                                      |       1 | 214.71   | 214.71 | 214.71 |
| ('Mazda 787B', 'Circuit De La Sarthe')                                                                 |       1 | 222.18   | 222.18 | 222.18 |
| ('Mazda CX-5 2.0 AWD (Mk I)', 'Kakucs Ring')                                                           |       1 |  53.43   |  53.43 |  53.43 |
| ('Mazda CX-5 2.0 AWD (Mk I)', 'Toronto Motorsports Park')                                              |       1 |  95.1    |  95.1  |  95.1  |
| ('Mazda Cronos 2.0', 'Nihonkai Maze')                                                                  |       1 |  81.89   |  81.89 |  81.89 |
| ('Mazda Efini MS6 2.0', 'Nihonkai Maze')                                                               |       1 |  83.04   |  83.04 |  83.04 |
| ('Mazda Eunos Cosmo 20B CCS', 'Nihonkai Maze')                                                         |       1 |  75.97   |  75.97 |  75.97 |
| ('Mazda Eunos Presso', 'Nihonkai Maze')                                                                |       1 |  80.53   |  80.53 |  80.53 |
| ('Mazda Familia Astina 1800', 'Nihonkai Maze')                                                         |       1 |  80.49   |  80.49 |  80.49 |
| ('Mazda Familia GT-Ae', 'Gunsai Touge')                                                                |       1 | 232.42   | 232.42 | 232.42 |
| ('Mazda Familia GT-X', 'Gunsai Touge')                                                                 |       1 | 239.56   | 239.56 | 239.56 |
| ('Mazda MPV', 'Ebisu')                                                                                 |       1 |  82.25   |  82.25 |  82.25 |
| ('Mazda MPV 3.0', 'Nihonkai Maze')                                                                     |       1 |  87.86   |  87.86 |  87.86 |
| ('Mazda MX-3 1.8', 'Circuit D´ Issoire')                                                               |       1 |  83.89   |  83.89 |  83.89 |
| ('Mazda 6 MPS', 'Oschersleben')                                                                        |       1 | 114.51   | 114.51 | 114.51 |
| ('Mazda 6 MPS', 'Croft')                                                                               |       1 | 104.85   | 104.85 | 104.85 |
| ('Mazda 6 MPS', 'Balocco')                                                                             |       1 | 189.14   | 189.14 | 189.14 |
| ('Mazda 3 MPS (Mk II)', 'Raceland')                                                                    |       1 |  57.68   |  57.68 |  57.68 |
| ('Mazda 3 MPS (Mk II)', 'Bedford Autodrome West Circuit (06/2008 - 05/2015)')                          |       1 |  92.6    |  92.6  |  92.6  |
| ('Mazda 3 MPS (Mk II)', 'Circuit De Nevers Magny-Cours Club')                                          |       1 |  90.3    |  90.3  |  90.3  |
| ('Mazda 3 MPS (Mk II)', 'Contidrom (3.3 Km)')                                                          |       1 | 100.16   | 100.16 | 100.16 |
| ('Mazda 3 MPS (Mk II)', 'Ferte Gaucher')                                                               |       1 | 127.6    | 127.6  | 127.6  |
| ('Mazda 3 MPS (Mk II)', 'Inta')                                                                        |       1 |  74.24   |  74.24 |  74.24 |
| ('Mazda 3 MPS (Mk II)', 'Inta Long (Conf 2)')                                                          |       1 |  89.27   |  89.27 |  89.27 |
| ('Mazda 3 MPS (Mk II)', 'Killarney')                                                                   |       1 |  89.17   |  89.17 |  89.17 |
| ('Mazda 3 MPS (Mk II)', 'Kotarr')                                                                      |       1 |  78.9    |  78.9  |  78.9  |
| ('Mazda 3 MPS (Mk II)', 'Ring Knutstrop (Conf 2)')                                                     |       1 |  78.7    |  78.7  |  78.7  |
| ('Mazda 6 2.5 SkyActiv-G', 'Kakucs Ring')                                                              |       1 |  50.87   |  50.87 |  50.87 |
| ('Mazda 3 MPS (Mk II)', 'Serres Racing Circuit')                                                       |       1 |  98      |  98    |  98    |
| ('Mazda 3 MPS (Mk II)', 'Spring Mountain (Radical Loop Section)')                                      |       1 |  87.6    |  87.6  |  87.6  |
| ('Mazda 3 MPS (Mk II)', 'Toronto Motorsports Park')                                                    |       1 |  86.04   |  86.04 |  86.04 |
| ('Mazda 3 MPS (Mk II)', 'Virginia International Raceway Grand East Course (Pre 01/2014)')              |       1 | 196.2    | 196.2  | 196.2  |
| ('Mazda 3 MPS (Mk II)', 'Wakefield Park')                                                              |       1 |  72.1    |  72.1  |  72.1  |
| ('Mazda 3 MPS (Mk II)', 'Willow Springs - Streets Of Willow')                                          |       1 |  89.51   |  89.51 |  89.51 |
| ('Mazda 3 Sport 2.0', 'Ring Knutstorp')                                                                |       1 |  83.3    |  83.3  |  83.3  |
| ('Mazda 6 2.2D', 'Kakucs Ring')                                                                        |       1 |  52.8    |  52.8  |  52.8  |
| ('Maserati Quattroporte', 'Ring Knutstrop (Conf 2)')                                                   |       1 |  78.3    |  78.3  |  78.3  |
| ('Maserati Merak', 'Ontario Motor Speedway')                                                           |       1 | 124.1    | 124.1  | 124.1  |
| ('Mazda MX-5 1.5 (Mk IV)', 'Anglesey Coastal')                                                         |       1 |  91.95   |  91.95 |  91.95 |
| ('MG MGF 1.8i vvc', 'Castle Combe (Pre 1999)')                                                         |       1 |  85.8    |  85.8  |  85.8  |
| ('MG TF 160', 'Goodwood')                                                                              |       1 |  98.2    |  98.2  |  98.2  |
| ('MG X-Power SV', 'Top Gear Track')                                                                    |       1 |  88.6    |  88.6  |  88.6  |
| ('MG Xpower SV-R', 'Bedford Autodrome West Circuit (2004 - 06/2008)')                                  |       1 |  90.05   |  90.05 |  90.05 |
| ('MG Xpower SV-R', 'Brands Hatch (Indy Circuit)')                                                      |       1 |  58.4    |  58.4  |  58.4  |
| ('MG Xpower SV-R', 'Oschersleben')                                                                     |       1 | 112.04   | 112.04 | 112.04 |
| ('MG Xpower SV-R', 'Zolder')                                                                           |       1 | 112.38   | 112.38 | 112.38 |
| ('MG ZR 160', 'Oschersleben')                                                                          |       1 | 121.4    | 121.4  | 121.4  |
| ('MG ZR 160', 'Rockingham National')                                                                   |       1 |  89.09   |  89.09 |  89.09 |
| ('MG ZS 180', 'Castle Combe')                                                                          |       1 |  95.7    |  95.7  |  95.7  |
| ('MG ZS EV Standard Range', 'Buddh International Circuit Autox')                                       |       1 |  73.5    |  73.5  |  73.5  |
| ('MG ZT 260', 'Anglesey')                                                                              |       1 |  56.21   |  56.21 |  56.21 |
| ('MG ZT 260', 'Motovision Handling Course')                                                            |       1 |  20.6    |  20.6  |  20.6  |
| ('MG ZT 260', 'Oschersleben')                                                                          |       1 | 117.3    | 117.3  | 117.3  |
| ('MG ZT 260', 'Top Gear Track')                                                                        |       1 |  93      |  93    |  93    |
| ('MG ZT 260', 'Winton (National Circuit)')                                                             |       1 | 107.59   | 107.59 | 107.59 |
| ('MS8 Streamliner 50th Annivers..', 'Camden Airport (Pre 10/2010)')                                    |       1 |  72.88   |  72.88 |  72.88 |
| ('Mahindra Scorpio-N Diesel', 'Buddh International Circuit Autox')                                     |       1 |  82.6    |  82.6  |  82.6  |
| ('Marcos TSO GT2', 'Top Gear Track')                                                                   |       1 |  88.2    |  88.2  |  88.2  |
