report.txt

####################################################################################################################################

-Laps report:
--Laps count: 14803

######################

--Tracks laptimes stats:

| Track_Name                                                      |   Lap_Counter |   Lap_Mean |   Lap_Max |   Lap_Min |
| Brands Hatch Gp Circuit (1960-1975)                             |             1 |    93      |     93    |     93    |
| Oregon Raceway Park Ccw                                         |             1 |   110      |    110    |    110    |
| Gotland Ring (Gp Track)                                         |             1 |   204.39   |    204.39 |    204.39 |
| Spa Francorchamps (1939–1978)                                   |             1 |   215.6    |    215.6  |    215.6  |
| Brands Hatch Gp                                                 |             1 |   105.71   |    105.71 |    105.71 |
| New Jersey Motorsports Park (Thunderbolt)                       |             1 |    98.77   |     98.77 |     98.77 |
| Oregon Raceway Park Cw                                          |             1 |   111      |    111    |    111    |
| Dubai Autodrome International Circuit                           |             1 |   107.17   |    107.17 |    107.17 |
| Sodegaura Forest Raceway                                        |             1 |    77.16   |     77.16 |     77.16 |
| Autodromo Vallelunga                                            |             1 |   113.6    |    113.6  |    113.6  |
| Haras Tuiuti                                                    |             1 |    72.81   |     72.81 |     72.81 |
| Imola (1981-1994)                                               |             1 |   134.08   |    134.08 |    134.08 |
| Snetterton 200                                                  |             1 |    76.2    |     76.2  |     76.2  |
| Circuti Di Cremona                                              |             1 |   100.1    |    100.1  |    100.1  |

######################

--Tracks best and worse vehicles:

| Track_Name                                                      | WorseTime                       | BestTime                        |
|:----------------------------------------------------------------|:--------------------------------|:--------------------------------|
| Adams Motorsports Park                                          | Honda Fit Sport                 | VW Golf GTI (Mk VI 200 HP)      |
| Adm Miachkovo                                                   | Mazda 3 MPS (Mk II)             | Porsche 911 Turbo               |
| Adria                                                           | Bentley Continental GT (Mk II)  | Ferrari 458 Italia              |
| Alastaro Circuit                                                | Toyota GR Yaris (Mk IV)         | Toyota GR Yaris (Mk IV)         |
| Albert Park                                                     | Manor MRT05                     | Ferrari F1-75                   |
| Aldo Scribante                                                  | Jaguar F-Pace SVR               | Audi R8 V10                     |
| Algarve International Circuit (Short)                           | Porsche 911 GT3 RS (991)        | McLaren 675LT                   |
| Algarve International Circuit Portimao (Grand Prix)             | BMW M3 (F80)                    | W11 EQ                          |
| Ams Driving Center Gross Dolln                                  | Audi TT 2.0 TFSI (facelift)     | Radical SR3 SL (road-legal)     |
| Anglesey                                                        | Ford Focus ST                   | Mosler MT900S Photon            |
| Anglesey Coastal                                                | Mini One                        | BAC Mono R                      |
| Anglesey International Gp                                       | Morgan Super 3                  | BAC Mono                        |
| Anglesey National                                               | Fiat Panda 1.4 (Mk II)          | Ferrari 458 Italia              |
| Anneau Du Rhin                                                  | Dodge Viper SRT-10 Roadster     | Mercedes-Benz SL 63 AMG (2022)  |
| Anneau Du Rhin 3.7 Km                                           | BMW M135i xDrive (F40)          | Alpina B3 Touring (G21)         |
| Anneau Du Rhin Short                                            | Range Rover Sport SVR           | AMG GT Black Series             |
| Aragon                                                          | Porsche 911 GT3 RS              | Porsche 911 GT3 RS              |
| Aragon Motogp                                                   | KTM X-Bow                       | BR Engineering Dallara BR1 AER  |
| Arctic Circle Raceway                                           | VW Golf R32 (Mk V)              | Ford GT (Mk II 656 PS)          |
| Area 27                                                         | Range Rover Velar SI6           | BMW M3 (F80)                    |
| Ascari                                                          | Audi RS7 Sportback              | Audi RS7 Sportback              |
| Ascari Race Resort                                              | Porsche Cayenne GTS             | Radical RXC V8                  |
| Assen                                                           | Jaguar XF 3.0 V6 Diesel         | Ferrari 488 Pista               |
| Auto Club Speedway                                              | Lotus Exige S 240               | Porsche 911 GT2 (997)           |
| Auto Motor Und Sport Handling                                   | Renault 16 TS                   | Opel Admiral 2800 E             |
| Auto Motor Und Sport Snowy Handling Course                      | Mercedes-Benz 500 SL            | Audi Quattro (UR Quattro)       |
| Autobild Sportscars Snowy Track                                 | Mitsubishi Lancer Evo X MR      | Porsche 911 Turbo               |
| Autobild Sportscars Snowy Track (2018)                          | BMW M140i xDrive                | Ford Focus RS                   |
| Autocar Dry Handling Track                                      | Renault Zoe                     | Ferrari 296 GTB                 |
| Autocar Snake                                                   | Mercedes-Benz S63 AMG Coupe     | Porsche Panamera Turbo (Mk II)  |
| Autocar Wet Handling Track                                      | Ariel Nomad                     | Megane Sport F1-Team R26        |
| Autoclub Speedway Sportcar                                      | Porsche Cayman S (981)          | Porsche 911 GT3 (991)           |
| Autodromo Del Levante Bari                                      | Bentley Continental GT (Mk I)   | Porsche Carrera GT              |
| Autodromo Vallelunga                                            | Lotus Elise Sport 220 (Mk III)  | Lotus Elise Sport 220 (Mk III)  |
| Autopartner Test Route                                          | Toyota Auris 2.2 D-cat          | Mitsubishi Lancer Evo X GSR     |
| Autozeitung Test Track                                          | Jaguar I-Pace                   | Huracán Performante             |
| Autódromo De Tocancipá                                          | Palio 1.6 16V MPi (3 doors)     | Porsche 911 GT2 RS (991)        |
| Autódromo Hermanos Rodríguez Gp                                 | Oreca 07                        | Red Bull RB14                   |
| Autódromo Internacional De Las Américas                         | Mitsubishi GTO MR (Mk II)       | Honda S2000 (AP2)               |
| Bahrain Inner Circuit                                           | Porsche Cayman GT4 (981)        | Porsche 911 GT2 RS (991)        |
| Bahrain International Circuit                                   | Porsche 911 GT3 (991)           | W11 EQ                          |
| Bahrain Outer Circuit                                           | Haas VF-20                      | W11 EQ                          |
| Baku City Circuit                                               | Renault RS17                    | Mercedes-Benz W10 EQ Power+     |
| Balocco                                                         | Opel Astra 1.9 CDTi (150 PS)    | Lamborghini Huracán STO         |
| Balocco Alfa Romeo                                              | Bentley Continental GT Speed    | Ferrari 430 Scuderia            |
| Barber Motorsports Park                                         | Lexus IS-F (facelift)           | McLaren MP4-12C (625 PS)        |
| Barcelona Catalunya F1 (2007-2020)                              | Radical RXC Turbo 500R (Mk I)   | Mercedes-Benz W10 EQ Power+     |
| Barcelona Catalunya F1 (Post 2018)                              | Alpine A522                     | W12 E                           |
| Baskerville Raceway                                             | Abarth 124 Spider               | HSV Gen F GTS-R W1              |
| Battersea Park Street Circuit                                   | Spark SRT01-e                   | Spark SRT01-e                   |
| Bedford Autodrome East Circuit                                  | BMW 123d Coupe                  | Lotus 2-Eleven                  |
| Bedford Autodrome Gt                                            | BMW M4                          | Ariel Atom 4 (355 PS)           |
| Bedford Autodrome South Circuit                                 | BMW i8                          | Porsche 911 GT2 RS (991)        |
| Bedford Autodrome West (Post 5/2015)                            | Morgan Plus Four CX-T           | Radical Rapture                 |
| Bedford Autodrome West Circuit (06/2008 - 05/2015)              | Porsche 911 Carrera S (991)     | Caparo T1                       |
| Bedford Autodrome West Circuit (2004 - 06/2008)                 | Ford Focus 1.6 Zetec (Mk I)     | Radical SR3                     |
| Bedford Autodrome West Circuit (Pre 2004)                       | Ford SportKa                    | Radical SR3 Turbo               |
| Bedford Autodrome Wet Handling Test                             | BMW 123d Coupe                  | Audi R8 4.2 FSI Quattro (Mk I)  |
| Beijing Olympic Green Circuit (2014)                            | Spark SRT01-e                   | Spark SRT01-e                   |
| Bend West Circuit                                               | Subaru Impreza WRX              | Mercedes-Benz AMG GT 63 S       |
| Best Motoring Oval                                              | Porsche 911 Carrera RS (993)    | Ferrari F40                     |
| Bilster Berg                                                    | BMW M3 (E30)                    | AMG GT Black Series             |
| Biscayne Bay Street Circuit                                     | Spark SRT01-e                   | Spark SRT01-e                   |
| Biķernieki (High Speed)                                         | Ferrari 599 GTB Fiorano         | McLaren P1                      |
| Blyton Park Circuit                                             | Morgan 3 Wheeler                | Radical RXC V8 Spyder (Mk1)     |
| Blyton Park Outer Circuit                                       | VW Golf GTI (Mk VII 220 PS)     | McLaren 650 S Spider            |
| Bordeaux Merignac                                               | VW Polo GTI                     | Peugeot 106 GTi/S16             |
| Boxberg Bosch Test Track                                        | VW Golf R (Mk VII)              | Porsche 718 Cayman S            |
| Brands Hatch (Indy Circuit)                                     | Hyundai Coupe F2                | Impreza WRX STI Spec C Type RA  |
| Brands Hatch Gp                                                 | Ariel Atom 3.5 (314 PS)         | Ariel Atom 3.5 (314 PS)         |
| Brands Hatch Gp Circuit (1960-1975)                             | Ford F3L P69                    | Ford F3L P69                    |
| Bridgehampton Circuit                                           | Buick Skylark Gran Sport        | Ferrari 330 GT 2+2 S1           |
| Bruntingthorpe                                                  | Subaru Impreza WRX              | Porsche 911 Turbo Cabriolet     |
| Bryant Park Hillclimb                                           | Mercedes - AMG A45 S (W177)     | Toyota Supra (Mk V 387 PS)      |
| Buddh International Circuit Autox                               | Suzuki Alto K10                 | Ferrari 296 GTB                 |
| Buttonwillow Configuration 1                                    | Tesla Model 3                   | McLaren 720S                    |
| Buttonwillow Configuration 1 Ccw                                | Tesla Model 3                   | Porsche 911 GT3 (991)           |
| Buttonwillow Configuration 13                                   | Audi TT RS                      | Nissan GT-R (R35 550 PS)        |
| Buttonwillow Configuration 13 A                                 | Tesla Model 3                   | Tesla Model 3                   |
| Buttonwillow Configuration 13 A Ccw                             | Tesla Model 3                   | Tesla Model 3                   |
| Buttonwillow Configuration 13 Ccw                               | Tesla Model 3                   | Porsche Cayman GT4 (981)        |
| Buttonwillow Configuration 26                                   | Lotus Evora                     | Chevrolet Corvette Grand Sport  |
| Buttonwillow East Loop                                          | Mercedes-Benz E 63 AMG          | Mitsubishi Lancer Evo X GSR     |
| Buttonwillow West Loop (Config 24)                              | Nissan 350Z (313 PS)            | Chevrolet Camaro Z/28           |
| Cadwell Park (Full Circuit)                                     | Audi Q7 V12 TDI (Mk I)          | Honda Civic Type-R (EK9)        |
| Cadwell Park Club Circuit                                       | Suzuki Swift Sport              | Megane Sport F1-Team R26        |
| Cadwell Park Woodland                                           | BMW M4                          | Vauxhall Corsa VXR 888 (D)      |
| Calabogie Motorsports Park                                      | Audi RS7 Sportback              | Porsche 911 GT2 RS (991)        |
| Camden Airport (Post 10/2010)                                   | Peel P50                        | Gallardo LP550-2 Valentino Ba.. |
| Camden Airport (Pre 10/2010)                                    | Ford Model T                    | Porsche 911 GT2 (997)           |
| Canadian Tire Motorsport Park                                   | Porsche 911 GT2 RS (991)        | Audi R10 TDI                    |
| Car And Driver Solo Ii Autocross                                | Plymouth Neon ACR Coupe         | Ford Mustang SVT Cobra          |
| Castelloli Circuit                                              | Seat Leon Cupra 290             | Seat Leon Cupra 290             |
| Castle Combe                                                    | Lamborghini Urraco P250         | Ariel Atom 3.5R                 |
| Castle Combe (Pre 1999)                                         | Ford Ka                         | Ferrari F50                     |
| Charade                                                         | Audi S3 (8L)                    | Aventador LP700-4 Roadster      |
| Chuckwalla Valley Raceway                                       | Audi TT-S Coupe (Mk III)        | Corvette  Grand Sport           |
| Chuckwalla Valley Raceway Ccw                                   | Porsche 911 GT3 (991)           | Porsche 911 GT3 (991)           |
| Circuit Chambley                                                | Lotus Elise 111S (Mk I)         | McLaren 675LT                   |
| Circuit De La Sarthe                                            | BRM P351                        | Toyota TS050 (Mk II)            |
| Circuit De La Sarthe (1932 - 1971)                              | Jaguar XK-120 C-type            | Porsche 917LH (LangHeck)        |
| Circuit De La Sarthe (1972 - 1978) (13.640 Km)                  | Chrysler-Plymouth Hemicuda      | Renault-Alpine A442B            |
| Circuit De La Sarthe (1979-1985)                                | McLaren M12-M6B Chevy           | Porsche 956 (600 PS)            |
| Circuit De La Sarthe (1987-1989)                                | WM Secateva P88                 | Aston Martin AMR1               |
| Circuit De Ledenon                                              | Peugeot 205 Rallye              | Peugeot 205 Rallye              |
| Circuit De Nevers Magny-Cours Club                              | Fiat Panda 1.4 (Mk II)          | Radical SR3 RS                  |
| Circuit De Nevers Magny-Cours Gp                                | Toyota GR 86 (Mk II)            | McLaren Senna (P15)             |
| Circuit D´ Issoire                                              | Mazda MX-3 1.8                  | Porsche 911 Carrera RS (964)    |
| Circuit Gilles Villeneuve                                       | Toro Rosso STR11                | Ferrari SF90                    |
| Circuit Of The Americas                                         | Cadillac DPi-V.R                | Mercedes-Benz W10 EQ Power+     |
| Circuit Paul Ricard (Post 2018)                                 | AlphaTauri AT02                 | Mercedes-Benz W10 EQ Power+     |
| Circuit Paul Ricard (Pre 2018)                                  | McLaren 675LT                   | BR Engineering Dallara BR1 AER  |
| Circuito Tazio Nuvolari                                         | VW Golf GTI TCR                 | Lamborghini Aventador SVJ       |
| Circuti Di Cremona                                              | Lotus Elise Sport 220 (Mk III)  | Lotus Elise Sport 220 (Mk III)  |
| Consuma Hill Climb                                              | Fiat 500 D                      | Ferrari Dino 196 SP             |
| Contidrom (3.3 Km)                                              | Smart Fortwo Brabus (Mk II)     | Porsche 911 GT3 RS              |
| Contidrom (3.63 Km)                                             | Hyundai Santa Fe 2.2 CRDi 4WD   | Huracán Performante             |
| Contidrom (3.8 Km)                                              | Toyota GT86                     | Porsche 911 GT2 RS (997)        |
| Contidrom Handling Track (1.9 Km)                               | BMW X5 4.8i E70                 | Mercedes-Benz GLE 63s 4MATIC    |
| Croft                                                           | VW Golf GTI (Mk V)              | Caterham R500 1.8L K Series     |
| Croft (Pre 1997)                                                | MG MGF 1.8i                     | Porsche 911 Carrera RS (993)    |
| Croix En Ternois                                                | Opel Manta GT/E (A)             | Porsche 911 3.2 ClubSport       |
| Curborough Sprint                                               | Renault Twingo RS Cup (Mk II)   | BMW M3 (E90)                    |
| Daimler-Chrysler Proving Ground                                 | BMW e46 330xi                   | Dodge Viper ACR (Mk V)          |
| Daytona Road Course                                             | BMW M3 (E36)                    | Lamborghini Huracán STO         |
| Dijon-Prenois                                                   | Porsche 911 GT3 (991)           | Radical SR8 RX                  |
| Donington Park Gp (Post 1985)                                   | Mini John Cooper Works GP       | Mini John Cooper Works GP       |
| Donington Park National                                         | BMW M135i (F20)                 | Noble M12 GTO                   |
| Dreux                                                           | Caterham Seven 170R             | BMW M4 Competition xDrive       |
| Dubai Autodrome Gp Circuit                                      | Cadillac CT5-V Blackwing        | Ferrari 488 Pista               |
| Dubai Autodrome International Circuit                           | Porsche 911 GT3 RS              | Porsche 911 GT3 RS              |
| Dubai Autodrome National Circuit                                | Porsche 718 Cayman GT4 RS       | Ferrari 488 Pista               |
| Dunnville Autodrome                                             | Mazda MX-5 2.0 (Mk IV 184 PS)   | BAC Mono 2.5                    |
| Ebisu                                                           | Mazda MPV                       | Mercedes-Benz SL 63 AMG         |
| El Toro                                                         | Mitsubishi Lancer Ralliart      | Dodge Viper SRT-10 ACR          |
| El Toro Topgear Us                                              | BMW X6 M                        | Dodge Viper SRT-10 ACR          |
| Estoril                                                         | Honda Civic Type R (FK2)        | Porsche 911 GT2 RS (991)        |
| European Bridgestone Proving Ground                             | Audi R8 V10 Plus (Mk II)        | Porsche 911 Turbo S             |
| Eurospeedway Lausitz                                            | Subaru BRZ                      | AMG GT Black Series             |
| Eurospeedway Lausitz Dekra Handling                             | Abarth 124 Spider               | AMG GT C Roadster               |
| Eurospeedway Lausitz Gp                                         | RUF CTR3 Clubsport              | RUF CTR3 Clubsport              |
| Ferte Gaucher                                                   | Mazda MX-5 2.0 (Mk III)         | Caterham Seven 485 R            |
| Fiorano                                                         | Ferrari Testarossa              | Ferrari SF90 Stradale           |
| Florida International Rally & Motorsport Park                   | BMW Z3 M Roadster (240 PS)      | BMW Z3 M Roadster (240 PS)      |
| Folembray                                                       | BMW M3 (E92)                    | Ferrari 458 Italia              |
| Forestburn Speed Hill Climb                                     | Aston Martin Vantage  (Mk II)   | Audi R8 V10 RWS (Mk II)         |
| Franciacorta                                                    | Mito Quadrifoglio Verde         | BMW M2 Competition (F87)        |
| Fuji Raceway                                                    | Honda S2000 (AP1)               | Porsche 911 GT3 (996 facelift)  |
| Fuji Speedway (Post 2005)                                       | Porsche Cayman R (987)          | Porsche 919 Hybrid (Mk II)      |
| Gingerman Raceway                                               | Subaru Impreza WRX              | Dodge Viper SRT-10 ACR          |
| Goodwood                                                        | Fiat Panda 1.4 (Mk II)          | BAC Mono R                      |
| Goodwood Hill Climb                                             | Zenos E10 R                     | McMurtry Spéirling              |
| Gotland Ring (Gp Track)                                         | Porsche Cayman S (981)          | Porsche Cayman S (981)          |
| Gotland Ring (Northern Loop)                                    | Morgan Roadster V6 lightweight  | Ariel Atom                      |
| Grand Sambuc                                                    | Peugeot 205 Rallye              | Peugeot 205 Rallye              |
| Grand Tour Eboladrome                                           | VW Up GTI                       | McLaren Senna (P15)             |
| Grand Tour Rallycross                                           | Jaguar F-Type P300              | Jaguar F-Type P300              |
| Grattan Raceway                                                 | Ford Mustang SVT Cobra          | Dodge Viper ACR (Mk V)          |
| Gunsai                                                          | Chevrolet Corvette Z06 (C7)     | Mercedes-Benz AMG GT R          |
| Gunsai Touge                                                    | Gemini Irmscher R Type Compet.. | Mazda Familia GT-Ae             |
| Gymkhana                                                        | Honda Civic SIR                 | Mazda RX-7 Turbo                |
| Hachi Highland Hillclimb                                        | Toyota GR 86 (Mk II)            | Toyota GR Yaris (Mk IV)         |
| Haras Tuiuti                                                    | Chevrolet Camaro SS (Mk VI)     | Chevrolet Camaro SS (Mk VI)     |
| Harewood Hill Climb                                             | Mito Quadrifoglio Verde         | Subaru Cosworth Impreza CS400   |
| Haute Saintonge                                                 | Seat Leon Cupra R               | Gallardo LP 570-4 Superleggera  |
| Hockenheim Gp                                                   | BMW M240i XDrive                | Ferrari SF71H                   |
| Hockenheim Gp 1981                                              | Porsche 928 S (300 PS)          | Porsche 911 Turbo 3.3           |
| Hockenheim Short                                                | Alfa Romeo 4C                   | Porsche 911 GT2 RS (991)        |
| Hockenheim Short "Powercar Layout"                              | VW Passat R36                   | Porsche 911 GT2 (997)           |
| Hungaroring                                                     | VW Jetta 1.4 TSI (Mk V)         | W11 EQ                          |
| Imola (1981-1994)                                               | Lamborghini Jalpa 3500          | Lamborghini Jalpa 3500          |
| Imola (Post 2008)                                               | Ford Mustang GT                 | W11 EQ                          |
| Inde Motorsports Ranch Configuration 4                          | Ford Mustang Boss 302 LS        | Dodge Viper ACR (Mk V)          |
| Indianapolis Motor Speedway Road Course                         | Porsche 918 Spyder              | Ferrari SF90 Stradale           |
| Inta                                                            | Peugeot 1.6 Vti                 | Porsche 911 Turbo S             |
| Inta Long                                                       | Ford Focus ST                   | VW Golf GTI (Mk VI)             |
| Inta Long (Conf 2)                                              | Audi Q7 V12 TDI (Mk I)          | Audi R8 V10 5.2 FSI (Mk I)      |
| Interlagos                                                      | Abarth Grande Punto             | Mercedes-Benz W09               |
| Istanbul Park                                                   | Opel Combo 1.5 D                | W12 E                           |
| Jarama                                                          | Alfa Romeo MiTo 1.4 TB 16V      | Porsche 911 GT2 RS (991)        |
| Jeddah Corniche Circuit                                         | Williams FW44                   | W12 E                           |
| Jerez                                                           | Porsche 911 GT3 RS (991)        | KTM X-Bow                       |
| Kakucs Ring                                                     | Peugeot 301                     | Peugeot RCZ R                   |
| Killarney                                                       | Renault Twingo RS (Mk II)       | McLaren 650 S                   |
| Knockhill International Circuit                                 | BMW M4 Competition xDrive       | BMW M4 Competition xDrive       |
| Kotarr                                                          | Subaru Impreza WRX              | Renault Megane R26.R            |
| Kyalami                                                         | Mazda 2 1.5 MZR                 | Ariel Atom                      |
| Kyalami (New)                                                   | Honda CR-Z                      | McLaren P1                      |
| Kühtai Bergstraße                                               | Nissan GT-R (R35 550 PS)        | Audi S1                         |
| La Chatre                                                       | Porsche Carrera 3.2 (G model)   | Porsche 944 Turbo (220 PS)      |
| Laguna Seca (Post 1988)                                         | Kia Soul Sport 2.0              | Acura ARX-01b                   |
| Laguna Seca (Pre 1988)                                          | Ford Mustang GT                 | Ferrari 250 GTO                 |
| Laquais                                                         | Fiat Bravo HGT                  | Porsche Cayman S (987)          |
| Las Vegas Motor Speedway Inside Road Course                     | Nissan GT-R (R35)               | Porsche 911 GT3 (991)           |
| Las Vegas Motor Speedway Inside Road Course Short               | Aston Martin DB7                | Ferrari F355                    |
| Le Mans (Bugatti)                                               | Caterham 7 CSR 175              | Radical SR8 RX                  |
| Le Mans (Bugatti) (1976-1986)                                   | Porsche Carrera 3.2 (G model)   | Porsche 944 Turbo (220 PS)      |
| Lime Rock Park                                                  | Opel Olympia Rekord 2-door      | Chevrolet Corvette Stingray     |
| Lime Rock Park With Uphill Chicane                              | Ram 1500 TRX                    | McLaren 765LT                   |
| Linas-Montlhery                                                 | Citroen BX 16 TRS               | Porsche 911 Turbo S             |
| Linas-Montlhery (9Km)                                           | Renault 4                       | Porsche 911 Turbo 3.3           |
| Linas-Montlhery 9181 M                                          | Fiat 2300                       | Ferrari 330 GT 2+2 S1           |
| Llandow                                                         | Nissan 350Z (287 PS)            | Porsche 911 GT3 (992)           |
| Long Beach Eprix Circuit                                        | Spark SRT01-e                   | Spark SRT01-e                   |
| Long Beach Grand Prix Circuit                                   | Honda NSX (Mk II)               | Porsche RS Spyder (Evo)         |
| Los Arcos (Navarra)                                             | Toyota GT86                     | Renault Clio III Sport          |
| Losail International Circuit                                    | Porsche 911 Turbo (991)         | W12 E                           |
| Luk Driving Center                                              | Porsche 911 Turbo               | Porsche 911 GT2 (997)           |
| Lydden Hill                                                     | Honda Integra Type R            | Honda Integra Type R            |
| Madras Motor Race Track                                         | Mitsubishi Lancer Evo X TC-SST  | Porsche 911 GT3 RS              |
| Magione                                                         | Mercedes-Benz SLS AMG           | McLaren P1                      |
| Magny Cours                                                     | VW Golf GTI  1.6 (Mk I)         | Porsche Carrera 3.2 (G model)   |
| Mallory Park                                                    | Morgan 3 Wheeler                | Honda Integra Type R            |
| Mantorp Park                                                    | Jaguar XKR                      | Chevrolet Corvette Z06 (C6)     |
| Marcoussis                                                      | Smart Brabus Coupe              | Ferrari 430 Scuderia            |
| Marina Bay                                                      | Williams FW44                   | Mercedes-Benz W09               |
| Marlboro Motor Raceway                                          | Porsche 911 E                   | Porsche 911 S 2.0               |
| Megara                                                          | Ford Fiesta 1.4                 | Huracán Performante             |
| Memphis International Raceway                                   | BMW M4                          | Porsche 911 GT3 (992)           |
| Mendig Afb Circuit                                              | VW Golf GTI 1.8 (Mk I)          | Ferrari 488 Pista               |
| Miami International Autodrome                                   | Alpine A522                     | Ferrari F1-75                   |
| Milford Road Course                                             | Ford Mustang Shelby GT500       | Chevrolet Corvette Z06 (C7)     |
| Millbrook Alpine Hill Route                                     | Subaru Impreza WRX STI (2.5)    | Caterham R500                   |
| Millbrook Handling Circuit                                      | Renault 5 Turbo Phase I         | BMW M4 Competition Coupe        |
| Miller Motorsports Park                                         | Jaguar XKR (510 PS)             | Dodge Viper SRT-10 ACR          |
| Mira Dry Handling Track                                         | Rover 3500 SE (SD1)             | Porsche 911 Turbo (996)         |
| Miramas Handling Course                                         | Mercedes-Benz SL 500 (R129)     | Dodge Viper RT/10 (405 PS)      |
| Mireval                                                         | Audi A2 1.4                     | Porsche 911 GT2 RS (991)        |
| Mireval (1994)                                                  | Porsche 911 Turbo 3.6 S (964)   | Porsche 911 GT2 RS (991)        |
| Mittsverigebanan                                                | Porsche Cayenne                 | Porsche 911 GT2 (997)           |
| Mnevniki Airfield                                               | Audi R8 4.2 FSI Quattro (Mk I)  | Porsche 911 Turbo Cabriolet     |
| Modena Aerautodromo (1950-1972)                                 | Jaguar E-type 3.8 (Mk I)        | Ferrari 250 GT Short Wheelbase  |
| Modena Autodrome                                                | Toyota Yaris 1.8 GRMN (Mk III)  | Lamborghini Huracán STO         |
| Monaco (Post 2014)                                              | Red Bull RB12                   | Mercedes-Benz W10 EQ Power+     |
| Monaco Formula E (2014-2019)                                    | Spark SRT01-e                   | Spark SRT01-e                   |
| Monteblanco Wet Handling                                        | Alfa Romeo Brera 3.2 JTS V6 Q4  | Audi TT RS Coupe (Mk II)        |
| Monticello Motor Club (Full Length)                             | Chevrolet Corvette C5 Z06       | Chevrolet Corvette C5 Z06       |
| Monticello Motor Club North Course                              | Subaru BRZ (Mk II)              | AMG GT Black Series             |
| Monza                                                           | Peugeot RCZ GT THP200           | W11 EQ                          |
| Mornay                                                          | Renault Twingo RS (Mk II)       | Audi TT-S Coupe (Mk II)         |
| Moroso Motorsports Park                                         | Lamborghini Diablo              | Ferrari F40                     |
| Mortefontaine                                                   | VW Up GTI                       | Ferrari SF90 Stradale           |
| Moscow Raceway Gp                                               | Acura RDX SH-AWD                | AMG GT Black Series             |
| Moscow Street Circuit                                           | Spark SRT01-e                   | Spark SRT01-e                   |
| Motortrend Figure-8                                             | Aston Martin Rapide S           | McLaren 765LT Spider            |
| Motortrend Ice Handling Course                                  | Mitsubishi Lancer Evo X GSR     | Subaru Impreza WRX STI (2.5)    |
| Motovision Handling Course                                      | Skoda Fabia RS (Mk I)           | Porsche 911 Carrera 4S (997)    |
| Motown Mile                                                     | Ford Fiesta ST                  | Dodge Viper ACR (Mk V)          |
| Mugello                                                         | Ferrari 348TB                   | W11 EQ                          |
| Nardo Handling Course                                           | Continental Flying Spur Speed   | Donkervoort D8 GTO              |
| Nardo Handling Course Conf 2 (2.8 Km)                           | Continental Supersports         | Porsche 911 GT2 RS (997)        |
| Ncm Motorsport Park                                             | Continental Supersports         | McLaren Senna (P15)             |
| Ncm Motorsports Park                                            | Bentley Continental GT-3 R      | Dodge Viper ACR (Mk V)          |
| Ncm Motorsports Park Grand Full                                 | Mazda 3  2.5 (BP)               | McLaren Senna (P15)             |
| Nelson Ledges Raceway                                           | Honda Prelude SH (Mk V)         | Dodge Viper ACR (Mk V)          |
| New Jersey Motorsports Park (Thunderbolt)                       | Lexus IS-F (facelift)           | Lexus IS-F (facelift)           |
| Nihonkai Maze                                                   | Mazda MPV 3.0                   | Nissan GT-R Nismo (R35)         |
| Nikko                                                           | Toyota GT86                     | Huracán Performante             |
| Nufenen Pass                                                    | Nissan GT-R (R35)               | Porsche 911 Turbo               |
| Nürburgring Gp (3.1 Km)                                         | Renault Megane Sport 2.0 dCi    | Lotus 2-Eleven                  |
| Nürburgring Gp (5.15 Km)                                        | BMW M3 Competition Package      | W11 EQ                          |
| Nürburgring Gp Sprint                                           | Brabus Unimog Black Edition     | AMG GT Black Series             |
| Nürburgring Nordschleife                                        | Artega GT                       | Mercedes - AMG One              |
| Nürburgring Nordschleife (1927-1966)                            | 356 B 2000 GS Carrera GT        | Chaparral 2D                    |
| Nürburgring Nordschleife (1967-1970)                            | Chaparral 2F                    | Chaparral 2F                    |
| Nürburgring Nordschleife (1973-1982)                            | Porsche Carrera RS 3.0          | Ferrari 312 B3                  |
| Nürburgring Nordschleife Btg                                    | Seat Leon ST Cupra 300 4Drive   | Aventador LP750-4 SV            |
| Nürburgring Nordschleife Full                                   | Mercedes-Benz G 55 AMG          | Mercedes - AMG One              |
| Old Highway                                                     | Audi A6 2.5 TDi (C4)            | Volvo 740 Turbo                 |
| Ontario Motor Speedway                                          | Porsche 911 S 2.4               | BMW M1 (E26)                    |
| Oregon Raceway Park Ccw                                         | Porsche Cayman GT4 (981)        | Porsche Cayman GT4 (981)        |
| Oregon Raceway Park Cw                                          | Porsche Cayman GT4 (981)        | Porsche Cayman GT4 (981)        |
| Oschersleben                                                    | Renault Megane dCi 130 FAP      | HKT Seven RS Clubsport          |
| Oulton Park (Full Circuit)                                      | Seat Leon 2.0 TFSI              | Caterham 420 Cup                |
| Oulton Park (Island Circuit)                                    | Noble M12 GTO                   | Noble M12 GTO                   |
| Pacific Raceways                                                | Camaro SS 1LE Package           | Chevrolet Corvette Z06 (C6)     |
| Palm Beach International Raceway                                | McLaren Senna (P15)             | McLaren Senna (P15)             |
| Palma Renn Arena                                                | Porsche 911S Targa              | Porsche 911 GT2 RS (991)        |
| Pannonia Ring                                                   | Toyota Prius Hybrid (Mk II)     | KTM X-BOW RR+                   |
| Papenburg Handling Course                                       | Ferrari F430                    | Ferrari 458 Speciale            |
| Pembrey (Post 2017)                                             | VW Golf R Variant (Mk VII)      | Ariel Atom 4 (324 PS)           |
